t	V	n	m	h
30.8106	-60.4624	0.363829	0.0892579	0.436753
30.8206	-60.4631	0.363823	0.0892487	0.436749
30.8306	-60.4638	0.363818	0.0892395	0.436746
30.8406	-60.4645	0.363812	0.0892305	0.436743
30.8506	-60.4651	0.363807	0.0892215	0.43674
30.8606	-60.4658	0.363801	0.0892126	0.436737
30.8706	-60.4664	0.363796	0.0892038	0.436734
30.8806	-60.4671	0.36379	0.0891951	0.436731
30.8906	-60.4677	0.363785	0.0891864	0.436728
30.9006	-60.4683	0.363779	0.0891779	0.436725
30.9106	-60.469	0.363774	0.0891694	0.436722
30.9206	-60.4696	0.363768	0.089161	0.436719
30.9306	-60.4702	0.363763	0.0891527	0.436717
30.9406	-60.4708	0.363757	0.0891445	0.436714
30.9506	-60.4714	0.363751	0.0891363	0.436711
30.9606	-60.4719	0.363746	0.0891282	0.436708
30.9706	-60.4725	0.36374	0.0891202	0.436706
30.9806	-60.4731	0.363735	0.0891123	0.436703
30.9906	-60.4736	0.363729	0.0891045	0.4367
31.0006	-60.4742	0.363724	0.0890967	0.436698
31.0106	-60.4747	0.363718	0.0890891	0.436695
31.0206	-60.4753	0.363712	0.0890815	0.436692
31.0306	-60.4758	0.363707	0.0890739	0.43669
31.0406	-60.4763	0.363701	0.0890665	0.436687
31.0506	-60.4768	0.363695	0.0890592	0.436685
31.0606	-60.4773	0.36369	0.0890519	0.436683
31.0706	-60.4778	0.363684	0.0890447	0.43668
31.0806	-60.4783	0.363679	0.0890376	0.436678
31.0906	-60.4788	0.363673	0.0890305	0.436675
31.1006	-60.4792	0.363667	0.0890236	0.436673
31.1106	-60.4797	0.363662	0.0890167	0.436671
31.1206	-60.4802	0.363656	0.0890099	0.436668
31.1306	-60.4806	0.36365	0.0890032	0.436666
31.1406	-60.4811	0.363645	0.0889965	0.436664
31.1506	-60.4815	0.363639	0.0889899	0.436662
31.1606	-60.4819	0.363633	0.0889834	0.436659
31.1706	-60.4824	0.363628	0.088977	0.436657
31.1806	-60.4828	0.363622	0.0889707	0.436655
31.1906	-60.4832	0.363616	0.0889644	0.436653
31.2006	-60.4836	0.363611	0.0889582	0.436651
31.2106	-60.484	0.363605	0.0889521	0.436649
31.2206	-60.4844	0.363599	0.0889461	0.436647
31.2306	-60.4848	0.363594	0.0889401	0.436645
31.2406	-60.4851	0.363588	0.0889343	0.436643
31.2506	-60.4855	0.363582	0.0889285	0.436641
31.2606	-60.4859	0.363577	0.0889227	0.436639
31.2706	-60.4862	0.363571	0.0889171	0.436637
31.2806	-60.4866	0.363565	0.0889115	0.436635
31.2906	-60.4869	0.36356	0.088906	0.436633
31.3006	-60.4872	0.363554	0.0889006	0.436631
31.3106	-60.4876	0.363548	0.0888952	0.436629
31.3206	-60.4879	0.363543	0.0888899	0.436627
31.3306	-60.4882	0.363537	0.0888847	0.436625
31.3406	-60.4885	0.363531	0.0888795	0.436623
31.3506	-60.4888	0.363526	0.0888745	0.436621
31.3606	-60.4891	0.36352	0.0888695	0.436619
31.3706	-60.4894	0.363514	0.0888645	0.436618
31.3806	-60.4897	0.363509	0.0888597	0.436616
31.3906	-60.4899	0.363503	0.0888549	0.436614
31.4006	-60.4902	0.363498	0.0888502	0.436612
31.4106	-60.4905	0.363492	0.0888456	0.436611
31.4206	-60.4907	0.363486	0.088841	0.436609
31.4306	-60.491	0.363481	0.0888365	0.436607
31.4406	-60.4912	0.363475	0.0888321	0.436605
31.4506	-60.4914	0.363469	0.0888277	0.436604
31.4606	-60.4917	0.363464	0.0888234	0.436602
31.4706	-60.4919	0.363458	0.0888192	0.4366
31.4806	-60.4921	0.363453	0.0888151	0.436599
31.4906	-60.4923	0.363447	0.088811	0.436597
31.5006	-60.4925	0.363441	0.088807	0.436595
31.5106	-60.4927	0.363436	0.088803	0.436594
31.5206	-60.4929	0.36343	0.0887992	0.436592
31.5306	-60.4931	0.363425	0.0887954	0.436591
31.5406	-60.4933	0.363419	0.0887916	0.436589
31.5506	-60.4934	0.363413	0.088788	0.436587
31.5606	-60.4936	0.363408	0.0887844	0.436586
31.5706	-60.4938	0.363402	0.0887808	0.436584
31.5806	-60.4939	0.363397	0.0887774	0.436583
31.5906	-60.4941	0.363391	0.088774	0.436581
31.6006	-60.4942	0.363386	0.0887706	0.43658
31.6106	-60.4944	0.36338	0.0887673	0.436578
31.6206	-60.4945	0.363375	0.0887641	0.436576
31.6306	-60.4946	0.363369	0.088761	0.436575
31.6406	-60.4947	0.363364	0.0887579	0.436573
31.6506	-60.4949	0.363358	0.0887549	0.436572
31.6606	-60.495	0.363353	0.088752	0.43657
31.6706	-60.4951	0.363347	0.0887491	0.436569
31.6806	-60.4952	0.363342	0.0887463	0.436567
31.6906	-60.4953	0.363336	0.0887435	0.436566
31.7006	-60.4953	0.363331	0.0887408	0.436565
31.7106	-60.4954	0.363325	0.0887382	0.436563
31.7206	-60.4955	0.36332	0.0887356	0.436562
31.7306	-60.4956	0.363314	0.0887331	0.43656
31.7406	-60.4956	0.363309	0.0887307	0.436559
31.7506	-60.4957	0.363304	0.0887283	0.436557
31.7606	-60.4957	0.363298	0.088726	0.436556
31.7706	-60.4958	0.363293	0.0887237	0.436554
31.7806	-60.4958	0.363287	0.0887215	0.436553
31.7906	-60.4959	0.363282	0.0887194	0.436552
31.8006	-60.4959	0.363277	0.0887173	0.43655
31.8106	-60.4959	0.363271	0.0887153	0.436549
31.8206	-60.496	0.363266	0.0887133	0.436547
31.8306	-60.496	0.363261	0.0887114	0.436546
31.8406	-60.496	0.363255	0.0887096	0.436545
31.8506	-60.496	0.36325	0.0887078	0.436543
31.8606	-60.496	0.363245	0.0887061	0.436542
31.8706	-60.496	0.363239	0.0887044	0.43654
31.8806	-60.496	0.363234	0.0887028	0.436539
31.8906	-60.496	0.363229	0.0887013	0.436538
31.9006	-60.496	0.363224	0.0886998	0.436536
31.9106	-60.4959	0.363218	0.0886984	0.436535
31.9206	-60.4959	0.363213	0.088697	0.436533
31.9306	-60.4959	0.363208	0.0886957	0.436532
31.9406	-60.4958	0.363203	0.0886944	0.436531
31.9506	-60.4958	0.363197	0.0886932	0.436529
31.9606	-60.4957	0.363192	0.088692	0.436528
31.9706	-60.4957	0.363187	0.0886909	0.436526
31.9806	-60.4956	0.363182	0.0886899	0.436525
31.9906	-60.4956	0.363177	0.0886889	0.436524
32.0006	-60.4955	0.363172	0.088688	0.436522
32.0106	-60.4954	0.363167	0.0886871	0.436521
32.0206	-60.4954	0.363161	0.0886863	0.436519
32.0306	-60.4953	0.363156	0.0886855	0.436518
32.0406	-60.4952	0.363151	0.0886848	0.436517
32.0506	-60.4951	0.363146	0.0886841	0.436515
32.0606	-60.495	0.363141	0.0886835	0.436514
32.0706	-60.4949	0.363136	0.088683	0.436512
32.0806	-60.4948	0.363131	0.0886825	0.436511
32.0906	-60.4947	0.363126	0.088682	0.43651
32.1006	-60.4946	0.363121	0.0886816	0.436508
32.1106	-60.4945	0.363116	0.0886812	0.436507
32.1206	-60.4944	0.363111	0.0886809	0.436505
32.1306	-60.4942	0.363106	0.0886807	0.436504
32.1406	-60.4941	0.363101	0.0886805	0.436502
32.1506	-60.494	0.363096	0.0886803	0.436501
32.1606	-60.4938	0.363091	0.0886802	0.4365
32.1706	-60.4937	0.363086	0.0886802	0.436498
32.1806	-60.4936	0.363081	0.0886802	0.436497
32.1906	-60.4934	0.363077	0.0886802	0.436495
32.2006	-60.4933	0.363072	0.0886803	0.436494
32.2106	-60.4931	0.363067	0.0886804	0.436492
32.2206	-60.4929	0.363062	0.0886806	0.436491
32.2306	-60.4928	0.363057	0.0886808	0.436489
32.2406	-60.4926	0.363052	0.0886811	0.436488
32.2506	-60.4924	0.363048	0.0886815	0.436486
32.2606	-60.4923	0.363043	0.0886818	0.436485
32.2706	-60.4921	0.363038	0.0886822	0.436483
32.2806	-60.4919	0.363033	0.0886827	0.436482
32.2906	-60.4917	0.363029	0.0886832	0.43648
32.3006	-60.4915	0.363024	0.0886838	0.436479
32.3106	-60.4913	0.363019	0.0886844	0.436477
32.3206	-60.4911	0.363015	0.088685	0.436476
32.3306	-60.4909	0.36301	0.0886857	0.436474
32.3406	-60.4907	0.363005	0.0886865	0.436473
32.3506	-60.4905	0.363001	0.0886873	0.436471
32.3606	-60.4903	0.362996	0.0886881	0.43647
32.3706	-60.4901	0.362991	0.0886889	0.436468
32.3806	-60.4899	0.362987	0.0886898	0.436466
32.3906	-60.4896	0.362982	0.0886908	0.436465
32.4006	-60.4894	0.362978	0.0886918	0.436463
32.4106	-60.4892	0.362973	0.0886928	0.436462
32.4206	-60.489	0.362969	0.0886939	0.43646
32.4306	-60.4887	0.362964	0.088695	0.436458
32.4406	-60.4885	0.36296	0.0886962	0.436457
32.4506	-60.4882	0.362955	0.0886974	0.436455
32.4606	-60.488	0.362951	0.0886986	0.436454
32.4706	-60.4877	0.362946	0.0886999	0.436452
32.4806	-60.4875	0.362942	0.0887012	0.43645
32.4906	-60.4872	0.362938	0.0887026	0.436449
32.5006	-60.487	0.362933	0.088704	0.436447
32.5106	-60.4867	0.362929	0.0887054	0.436445
32.5205	-60.4865	0.362924	0.0887069	0.436444
32.5305	-60.4862	0.36292	0.0887084	0.436442
32.5405	-60.4859	0.362916	0.08871	0.43644
32.5505	-60.4856	0.362912	0.0887116	0.436438
32.5605	-60.4854	0.362907	0.0887132	0.436437
32.5705	-60.4851	0.362903	0.0887149	0.436435
32.5805	-60.4848	0.362899	0.0887166	0.436433
32.5905	-60.4845	0.362895	0.0887183	0.436431
32.6005	-60.4842	0.36289	0.0887201	0.43643
32.6105	-60.4839	0.362886	0.0887219	0.436428
32.6205	-60.4836	0.362882	0.0887237	0.436426
32.6305	-60.4833	0.362878	0.0887256	0.436424
32.6405	-60.4831	0.362874	0.0887275	0.436422
32.6505	-60.4827	0.36287	0.0887295	0.436421
32.6605	-60.4824	0.362866	0.0887315	0.436419
32.6705	-60.4821	0.362861	0.0887335	0.436417
32.6805	-60.4818	0.362857	0.0887355	0.436415
32.6905	-60.4815	0.362853	0.0887376	0.436413
32.7005	-60.4812	0.362849	0.0887397	0.436411
32.7105	-60.4809	0.362845	0.0887419	0.436409
32.7205	-60.4806	0.362841	0.0887441	0.436407
32.7305	-60.4802	0.362837	0.0887463	0.436405
32.7405	-60.4799	0.362833	0.0887486	0.436404
32.7505	-60.4796	0.362829	0.0887508	0.436402
32.7605	-60.4793	0.362826	0.0887531	0.4364
32.7705	-60.4789	0.362822	0.0887555	0.436398
32.7805	-60.4786	0.362818	0.0887579	0.436396
32.7905	-60.4783	0.362814	0.0887603	0.436394
32.8005	-60.4779	0.36281	0.0887627	0.436392
32.8105	-60.4776	0.362806	0.0887652	0.43639
32.8205	-60.4772	0.362802	0.0887677	0.436388
32.8305	-60.4769	0.362799	0.0887702	0.436386
32.8405	-60.4766	0.362795	0.0887728	0.436383
32.8505	-60.4762	0.362791	0.0887754	0.436381
32.8605	-60.4759	0.362787	0.088778	0.436379
32.8705	-60.4755	0.362784	0.0887806	0.436377
32.8805	-60.4751	0.36278	0.0887833	0.436375
32.8905	-60.4748	0.362776	0.088786	0.436373
32.9005	-60.4744	0.362773	0.0887887	0.436371
32.9105	-60.4741	0.362769	0.0887915	0.436369
32.9205	-60.4737	0.362765	0.0887943	0.436367
32.9305	-60.4733	0.362762	0.0887971	0.436364
32.9405	-60.473	0.362758	0.0887999	0.436362
32.9505	-60.4726	0.362755	0.0888028	0.43636
32.9605	-60.4722	0.362751	0.0888057	0.436358
32.9705	-60.4719	0.362748	0.0888086	0.436355
32.9805	-60.4715	0.362744	0.0888115	0.436353
32.9905	-60.4711	0.362741	0.0888145	0.436351
33.0005	-60.4707	0.362737	0.0888175	0.436349
33.0105	-60.4704	0.362734	0.0888205	0.436346
33.0205	-60.47	0.36273	0.0888235	0.436344
33.0305	-60.4696	0.362727	0.0888266	0.436342
33.0405	-60.4692	0.362724	0.0888297	0.436339
33.0505	-60.4688	0.36272	0.0888328	0.436337
33.0605	-60.4684	0.362717	0.0888359	0.436335
33.0705	-60.468	0.362714	0.0888391	0.436332
33.0805	-60.4677	0.36271	0.0888423	0.43633
33.0905	-60.4673	0.362707	0.0888455	0.436328
33.1005	-60.4669	0.362704	0.0888487	0.436325
33.1105	-60.4665	0.3627	0.088852	0.436323
33.1204	-60.4661	0.362697	0.0888552	0.43632
33.1304	-60.4657	0.362694	0.0888585	0.436318
33.1404	-60.4653	0.362691	0.0888618	0.436315
33.1504	-60.4649	0.362688	0.0888652	0.436313
33.1604	-60.4645	0.362685	0.0888685	0.43631
33.1704	-60.4641	0.362681	0.0888719	0.436308
33.1804	-60.4637	0.362678	0.0888753	0.436305
33.1904	-60.4633	0.362675	0.0888787	0.436303
33.2004	-60.4629	0.362672	0.0888821	0.4363
33.2104	-60.4625	0.362669	0.0888856	0.436298
33.2204	-60.462	0.362666	0.0888891	0.436295
33.2304	-60.4616	0.362663	0.0888926	0.436292
33.2404	-60.4612	0.36266	0.0888961	0.43629
33.2504	-60.4608	0.362657	0.0888996	0.436287
33.2604	-60.4604	0.362654	0.0889031	0.436284
33.2704	-60.46	0.362651	0.0889067	0.436282
33.2804	-60.4596	0.362648	0.0889103	0.436279
33.2904	-60.4591	0.362645	0.0889139	0.436276
33.3004	-60.4587	0.362642	0.0889175	0.436274
33.3104	-60.4583	0.36264	0.0889212	0.436271
33.3204	-60.4579	0.362637	0.0889248	0.436268
33.3304	-60.4575	0.362634	0.0889285	0.436265
33.3404	-60.4571	0.362631	0.0889322	0.436263
33.3504	-60.4566	0.362628	0.0889359	0.43626
33.3604	-60.4562	0.362625	0.0889396	0.436257
33.3704	-60.4558	0.362623	0.0889433	0.436254
33.3804	-60.4554	0.36262	0.0889471	0.436251
33.3904	-60.4549	0.362617	0.0889508	0.436248
33.4004	-60.4545	0.362615	0.0889546	0.436246
33.4104	-60.4541	0.362612	0.0889584	0.436243
33.4204	-60.4536	0.362609	0.0889622	0.43624
33.4304	-60.4532	0.362607	0.088966	0.436237
33.4404	-60.4528	0.362604	0.0889699	0.436234
33.4504	-60.4524	0.362601	0.0889737	0.436231
33.4604	-60.4519	0.362599	0.0889776	0.436228
33.4704	-60.4515	0.362596	0.0889814	0.436225
33.4804	-60.4511	0.362594	0.0889853	0.436222
33.4904	-60.4506	0.362591	0.0889892	0.436219
33.5004	-60.4502	0.362589	0.0889931	0.436216
33.5104	-60.4498	0.362586	0.0889971	0.436213
33.5204	-60.4493	0.362584	0.089001	0.43621
33.5304	-60.4489	0.362581	0.0890049	0.436207
33.5404	-60.4485	0.362579	0.0890089	0.436204
33.5504	-60.448	0.362576	0.0890129	0.4362
33.5604	-60.4476	0.362574	0.0890169	0.436197
33.5704	-60.4472	0.362572	0.0890208	0.436194
33.5804	-60.4467	0.362569	0.0890248	0.436191
33.5904	-60.4463	0.362567	0.0890289	0.436188
33.6004	-60.4458	0.362565	0.0890329	0.436185
33.6104	-60.4454	0.362562	0.0890369	0.436182
33.6204	-60.445	0.36256	0.089041	0.436178
33.6304	-60.4445	0.362558	0.089045	0.436175
33.6404	-60.4441	0.362556	0.0890491	0.436172
33.6504	-60.4436	0.362553	0.0890532	0.436169
33.6604	-60.4432	0.362551	0.0890572	0.436165
33.6704	-60.4428	0.362549	0.0890613	0.436162
33.6804	-60.4423	0.362547	0.0890654	0.436159
33.6904	-60.4419	0.362545	0.0890695	0.436155
33.7004	-60.4415	0.362543	0.0890736	0.436152
33.7104	-60.441	0.36254	0.0890778	0.436149
33.7203	-60.4406	0.362538	0.0890819	0.436145
33.7303	-60.4401	0.362536	0.089086	0.436142
33.7403	-60.4397	0.362534	0.0890902	0.436138
33.7503	-60.4392	0.362532	0.0890943	0.436135
33.7603	-60.4388	0.36253	0.0890985	0.436132
33.7703	-60.4384	0.362528	0.0891026	0.436128
33.7803	-60.4379	0.362526	0.0891068	0.436125
33.7903	-60.4375	0.362524	0.089111	0.436121
33.8003	-60.437	0.362522	0.0891152	0.436118
33.8103	-60.4366	0.36252	0.0891194	0.436114
33.8203	-60.4361	0.362518	0.0891236	0.436111
33.8303	-60.4357	0.362517	0.0891278	0.436107
33.8403	-60.4353	0.362515	0.089132	0.436103
33.8503	-60.4348	0.362513	0.0891362	0.4361
33.8603	-60.4344	0.362511	0.0891404	0.436096
33.8703	-60.4339	0.362509	0.0891446	0.436093
33.8803	-60.4335	0.362507	0.0891489	0.436089
33.8903	-60.4331	0.362506	0.0891531	0.436085
33.9003	-60.4326	0.362504	0.0891574	0.436082
33.9103	-60.4322	0.362502	0.0891616	0.436078
33.9203	-60.4317	0.3625	0.0891658	0.436074
33.9303	-60.4313	0.362499	0.0891701	0.436071
33.9403	-60.4309	0.362497	0.0891743	0.436067
33.9503	-60.4304	0.362495	0.0891786	0.436063
33.9603	-60.43	0.362494	0.0891828	0.43606
33.9703	-60.4295	0.362492	0.0891871	0.436056
33.9803	-60.4291	0.36249	0.0891913	0.436052
33.9903	-60.4287	0.362489	0.0891956	0.436048
34.0003	-60.4282	0.362487	0.0891999	0.436044
34.0103	-60.4278	0.362485	0.0892041	0.436041
34.0203	-60.4274	0.362484	0.0892084	0.436037
34.0303	-60.4269	0.362482	0.0892127	0.436033
34.0403	-60.4265	0.362481	0.0892169	0.436029
34.0503	-60.426	0.362479	0.0892212	0.436025
34.0603	-60.4256	0.362478	0.0892255	0.436021
34.0703	-60.4252	0.362476	0.0892298	0.436017
34.0803	-60.4247	0.362475	0.0892341	0.436013
34.0903	-60.4243	0.362473	0.0892383	0.436009
34.1003	-60.4239	0.362472	0.0892426	0.436005
34.1103	-60.4234	0.362471	0.0892469	0.436002
34.1203	-60.423	0.362469	0.0892512	0.435998
34.1303	-60.4226	0.362468	0.0892554	0.435994
34.1403	-60.4221	0.362466	0.0892597	0.435989
34.1503	-60.4217	0.362465	0.089264	0.435985
34.1603	-60.4213	0.362464	0.0892683	0.435981
34.1703	-60.4209	0.362462	0.0892725	0.435977
34.1803	-60.4204	0.362461	0.0892768	0.435973
34.1903	-60.42	0.36246	0.0892811	0.435969
34.2003	-60.4196	0.362459	0.0892854	0.435965
34.2103	-60.4191	0.362457	0.0892896	0.435961
34.2203	-60.4187	0.362456	0.0892939	0.435957
34.2303	-60.4183	0.362455	0.0892982	0.435953
34.2403	-60.4179	0.362454	0.0893024	0.435949
34.2503	-60.4174	0.362453	0.0893067	0.435944
34.2603	-60.417	0.362451	0.089311	0.43594
34.2703	-60.4166	0.36245	0.0893152	0.435936
34.2803	-60.4162	0.362449	0.0893195	0.435932
34.2903	-60.4157	0.362448	0.0893237	0.435928
34.3003	-60.4153	0.362447	0.089328	0.435923
34.3102	-60.4149	0.362446	0.0893322	0.435919
34.3202	-60.4145	0.362445	0.0893365	0.435915
34.3302	-60.4141	0.362444	0.0893407	0.435911
34.3402	-60.4136	0.362443	0.089345	0.435906
34.3502	-60.4132	0.362442	0.0893492	0.435902
34.3602	-60.4128	0.362441	0.0893534	0.435898
34.3702	-60.4124	0.36244	0.0893577	0.435893
34.3802	-60.412	0.362439	0.0893619	0.435889
34.3902	-60.4116	0.362438	0.0893661	0.435885
34.4002	-60.4112	0.362437	0.0893703	0.43588
34.4102	-60.4107	0.362436	0.0893745	0.435876
34.4202	-60.4103	0.362435	0.0893787	0.435872
34.4302	-60.4099	0.362434	0.0893829	0.435867
34.4402	-60.4095	0.362433	0.0893871	0.435863
34.4502	-60.4091	0.362432	0.0893913	0.435858
34.4602	-60.4087	0.362431	0.0893955	0.435854
34.4702	-60.4083	0.362431	0.0893997	0.435849
34.4802	-60.4079	0.36243	0.0894039	0.435845
34.4902	-60.4075	0.362429	0.0894081	0.43584
34.5002	-60.4071	0.362428	0.0894122	0.435836
34.5102	-60.4067	0.362427	0.0894164	0.435831
34.5202	-60.4063	0.362427	0.0894205	0.435827
34.5302	-60.4059	0.362426	0.0894247	0.435822
34.5402	-60.4055	0.362425	0.0894288	0.435818
34.5502	-60.4051	0.362424	0.089433	0.435813
34.5602	-60.4047	0.362424	0.0894371	0.435809
34.5702	-60.4043	0.362423	0.0894412	0.435804
34.5802	-60.4039	0.362422	0.0894453	0.4358
34.5902	-60.4035	0.362422	0.0894495	0.435795
34.6002	-60.4031	0.362421	0.0894536	0.43579
34.6102	-60.4027	0.36242	0.0894577	0.435786
34.6202	-60.4023	0.36242	0.0894617	0.435781
34.6302	-60.4019	0.362419	0.0894658	0.435776
34.6402	-60.4015	0.362418	0.0894699	0.435772
34.6502	-60.4011	0.362418	0.089474	0.435767
34.6602	-60.4007	0.362417	0.089478	0.435762
34.6702	-60.4004	0.362417	0.0894821	0.435758
34.6802	-60.4	0.362416	0.0894861	0.435753
34.6902	-60.3996	0.362416	0.0894902	0.435748
34.7002	-60.3992	0.362415	0.0894942	0.435743
34.7102	-60.3988	0.362414	0.0894982	0.435739
34.7202	-60.3984	0.362414	0.0895022	0.435734
34.7302	-60.3981	0.362413	0.0895062	0.435729
34.7402	-60.3977	0.362413	0.0895102	0.435724
34.7502	-60.3973	0.362413	0.0895142	0.43572
34.7602	-60.3969	0.362412	0.0895182	0.435715
34.7702	-60.3966	0.362412	0.0895222	0.43571
34.7802	-60.3962	0.362411	0.0895261	0.435705
34.7902	-60.3958	0.362411	0.0895301	0.4357
34.8002	-60.3954	0.36241	0.089534	0.435696
34.8102	-60.3951	0.36241	0.089538	0.435691
34.8202	-60.3947	0.36241	0.0895419	0.435686
34.8302	-60.3943	0.362409	0.0895458	0.435681
34.8402	-60.394	0.362409	0.0895497	0.435676
34.8502	-60.3936	0.362409	0.0895536	0.435671
34.8602	-60.3932	0.362408	0.0895575	0.435666
34.8702	-60.3929	0.362408	0.0895614	0.435661
34.8802	-60.3925	0.362408	0.0895652	0.435656
34.8902	-60.3922	0.362407	0.0895691	0.435651
34.9002	-60.3918	0.362407	0.089573	0.435647
34.9101	-60.3914	0.362407	0.0895768	0.435642
34.9201	-60.3911	0.362407	0.0895806	0.435637
34.9301	-60.3907	0.362406	0.0895844	0.435632
34.9401	-60.3904	0.362406	0.0895882	0.435627
34.9501	-60.39	0.362406	0.089592	0.435622
34.9601	-60.3897	0.362406	0.0895958	0.435617
34.9701	-60.3893	0.362406	0.0895996	0.435612
34.9801	-60.389	0.362405	0.0896034	0.435607
34.9901	-60.3886	0.362405	0.0896071	0.435602
35.0001	-60.3883	0.362405	0.0896109	0.435596
35.0101	-60.3879	0.362405	0.0896146	0.435591
35.0201	-60.3876	0.362405	0.0896183	0.435586
35.0301	-60.3873	0.362405	0.089622	0.435581
35.0401	-60.3869	0.362405	0.0896257	0.435576
35.0501	-60.3866	0.362404	0.0896294	0.435571
35.0601	-60.3862	0.362404	0.0896331	0.435566
35.0701	-60.3859	0.362404	0.0896368	0.435561
35.0801	-60.3856	0.362404	0.0896404	0.435556
35.0901	-60.3852	0.362404	0.089644	0.435551
35.1001	-60.3849	0.362404	0.0896477	0.435546
35.1101	-60.3846	0.362404	0.0896513	0.43554
35.1201	-60.3843	0.362404	0.0896549	0.435535
35.1301	-60.3839	0.362404	0.0896585	0.43553
35.1401	-60.3836	0.362404	0.0896621	0.435525
35.1501	-60.3833	0.362404	0.0896657	0.43552
35.1601	-60.383	0.362404	0.0896692	0.435515
35.1701	-60.3826	0.362404	0.0896728	0.435509
35.1801	-60.3823	0.362404	0.0896763	0.435504
35.1901	-60.382	0.362404	0.0896798	0.435499
35.2001	-60.3817	0.362404	0.0896833	0.435494
35.2101	-60.3814	0.362404	0.0896868	0.435489
35.2201	-60.3811	0.362404	0.0896903	0.435483
35.2301	-60.3807	0.362404	0.0896938	0.435478
35.2401	-60.3804	0.362404	0.0896972	0.435473
35.2501	-60.3801	0.362405	0.0897007	0.435468
35.2601	-60.3798	0.362405	0.0897041	0.435462
35.2701	-60.3795	0.362405	0.0897075	0.435457
35.2801	-60.3792	0.362405	0.089711	0.435452
35.2901	-60.3789	0.362405	0.0897143	0.435447
35.3001	-60.3786	0.362405	0.0897177	0.435441
35.3101	-60.3783	0.362405	0.0897211	0.435436
35.3201	-60.378	0.362406	0.0897245	0.435431
35.3301	-60.3777	0.362406	0.0897278	0.435425
35.3401	-60.3774	0.362406	0.0897311	0.43542
35.3501	-60.3771	0.362406	0.0897344	0.435415
35.3601	-60.3768	0.362406	0.0897378	0.43541
35.3701	-60.3765	0.362407	0.089741	0.435404
35.3801	-60.3762	0.362407	0.0897443	0.435399
35.3901	-60.3759	0.362407	0.0897476	0.435394
35.4001	-60.3757	0.362407	0.0897508	0.435388
35.4101	-60.3754	0.362407	0.0897541	0.435383
35.4201	-60.3751	0.362408	0.0897573	0.435377
35.4301	-60.3748	0.362408	0.0897605	0.435372
35.4401	-60.3745	0.362408	0.0897637	0.435367
35.4501	-60.3742	0.362409	0.0897669	0.435361
35.4601	-60.374	0.362409	0.08977	0.435356
35.4701	-60.3737	0.362409	0.0897732	0.435351
35.4801	-60.3734	0.362409	0.0897763	0.435345
35.4901	-60.3731	0.36241	0.0897795	0.43534
35.5	-60.3729	0.36241	0.0897826	0.435334
35.51	-60.3726	0.36241	0.0897857	0.435329
35.52	-60.3723	0.362411	0.0897888	0.435324
35.53	-60.3721	0.362411	0.0897918	0.435318
35.54	-60.3718	0.362411	0.0897949	0.435313
35.55	-60.3715	0.362412	0.0897979	0.435307
35.56	-60.3713	0.362412	0.0898009	0.435302
35.57	-60.371	0.362413	0.089804	0.435296
35.58	-60.3708	0.362413	0.089807	0.435291
35.59	-60.3705	0.362413	0.0898099	0.435285
35.6	-60.3702	0.362414	0.0898129	0.43528
35.61	-60.37	0.362414	0.0898159	0.435275
35.62	-60.3697	0.362415	0.0898188	0.435269
35.63	-60.3695	0.362415	0.0898217	0.435264
35.64	-60.3692	0.362415	0.0898246	0.435258
35.65	-60.369	0.362416	0.0898275	0.435253
35.66	-60.3687	0.362416	0.0898304	0.435247
35.67	-60.3685	0.362417	0.0898333	0.435242
35.68	-60.3682	0.362417	0.0898362	0.435236
35.69	-60.368	0.362418	0.089839	0.435231
